index,stime,sites,pH,TN,TP,NH3,tempe,hun,DO,cond,COD,phFlag,TNFlag,TPFlag,NHFlag,temperFlag,turbiFlag,doxygenFlag,conductFlag,permangaFlag
0,2020-01-01 00:00:00,j,6.859,6.36,0.15,0.235,15.28,18.418,7.567,260.995,3.609,0,0,0,0,0,1,0,0,0
1,2020-01-01 04:00:00,j,6.805,6.411,0.149,0.228,15.238,18.418,6.917,261.258,3.664,0,0,0,0,0,0,0,0,0
2,2020-01-01 08:00:00,j,6.758,6.459,0.152,0.236,15.28,11.247,6.551,260.869,3.664,0,0,0,0,0,0,0,0,0
3,2020-01-01 12:00:00,j,6.766,6.503,0.152,0.226,15.962,11.728,6.975,253.912,3.854,0,0,0,0,0,1,0,0,0
4,2020-01-01 16:00:00,j,6.754,6.381,0.131,0.127,15.968,12.208,5.639,251.983,3.735,0,0,0,0,0,0,0,0,0
5,2020-01-01 20:00:00,j,6.782,6.262,0.129,0.118,15.658,12.294,6.674,258.864,3.837,0,0,0,0,0,0,0,0,0
6,2020-01-02 00:00:00,j,6.81,6.317,0.131,0.121,15.27,10.186,7.226,251.688,3.549,0,0,0,0,0,0,0,0,0
7,2020-01-02 04:00:00,j,6.788,6.207,0.123,0.128,15.075,15.716,7.016,247.614,3.549,0,0,0,0,0,0,0,0,0
8,2020-01-02 08:00:00,j,6.78,6.27,0.134,0.161,15.458,11.89,6.47,248.621,3.468,0,0,0,0,0,0,0,0,0
9,2020-01-02 12:00:00,j,6.796,6.218,0.123,0.109,16.672,11.314,5.769,250.353,3.248,0,0,0,0,0,0,0,0,0
10,2020-01-02 16:00:00,j,7.434,6.28,0.123,0.534,20.728,9.612,7.385,250.938,3.248,0,1,0,1,0,0,0,1,0
11,2020-01-02 20:00:00,j,6.895,6.342,0.15,0.96,16.1,10.556,7.389,251.524,3.372,0,1,1,1,0,0,0,0,1
12,2020-01-03 00:00:00,j,6.821,6.404,0.177,1.385,15.545,11.098,4.165,272.137,3.497,0,0,0,0,0,0,0,0,0
13,2020-01-03 04:00:00,j,6.81,6.244,0.153,1.161,15.267,12.725,5.895,252.99,3.494,0,0,0,0,0,0,0,0,0
14,2020-01-03 08:00:00,j,6.772,6.047,0.131,0.184,15.788,11.87,5.518,251.652,3.389,0,0,0,0,0,0,0,0,0
15,2020-01-03 12:00:00,j,7.031,6.156,0.141,0.181,18.945,13.455,6.802,130.43,3.213,0,0,0,1,0,0,0,0,0
16,2020-01-03 16:00:00,j,7.136,5.906,0.141,0.178,21.6,9.307,12.63,144.634,3.21,0,1,0,1,0,0,0,1,0
17,2020-01-03 20:00:00,j,6.973,5.657,0.141,0.176,20.852,9.31,8.069,158.837,3.21,0,1,1,1,0,0,0,1,1
18,2020-01-04 00:00:00,j,6.887,5.408,0.141,0.173,19.795,9.269,6.543,173.041,3.21,0,1,1,1,0,0,0,1,1
19,2020-01-04 04:00:00,j,6.676,5.158,0.141,0.17,18.882,9.26,5.857,187.244,3.21,0,1,1,1,0,0,0,1,1
20,2020-01-04 08:00:00,j,5.852,4.908,0.141,0.168,19.845,9.283,6.628,201.448,3.21,0,1,1,1,0,0,0,1,1
21,2020-01-04 12:00:00,j,5.878,4.659,0.141,0.165,22.17,9.714,11.275,215.651,3.21,0,1,0,1,0,0,0,1,0
22,2020-01-04 16:00:00,j,6.697,4.409,0.163,0.162,17.77,10.713,8.137,229.855,3.786,0,1,0,0,0,0,0,0,0
23,2020-01-04 20:00:00,j,6.727,4.16,0.151,0.079,16.722,11.154,7.467,228.943,3.79,0,0,0,0,0,1,0,0,0
24,2020-01-05 00:00:00,j,6.677,4.085,0.14,0.183,16.148,11.594,8.398,228.371,3.344,0,0,0,0,0,0,0,0,0
25,2020-01-05 04:00:00,j,6.677,4.051,0.131,0.031,15.823,13.623,7.911,227.324,3.344,0,0,0,0,0,0,0,0,0
26,2020-01-05 08:00:00,j,6.712,4.22,0.147,1.039,16.09,12.158,7.565,241.357,3.293,0,0,0,0,0,0,0,0,0
27,2020-01-05 12:00:00,j,6.876,4.764,0.147,1.965,18.295,15.1,9.078,191.434,3.921,0,0,0,0,0,0,0,0,0
28,2020-01-05 16:00:00,j,6.742,6.06,0.157,1.018,17.43,30.798,9.408,243.723,4.384,0,1,1,1,0,0,0,0,1
29,2020-01-05 20:00:00,j,6.74,7.357,0.167,0.072,16.898,26.265,8.062,244.333,4.846,0,0,0,0,0,0,0,0,0
30,2020-01-06 00:00:00,j,6.739,5.516,0.16,1.346,16.402,17.064,6.84,258.01,4.338,0,0,0,0,0,0,0,0,0
31,2020-01-06 04:00:00,j,6.781,4.977,0.152,2.041,16.048,19.37,6.042,273.118,4.006,0,0,0,0,0,0,0,0,0
32,2020-01-06 08:00:00,j,6.773,4.877,0.148,1.974,16.388,12.506,5.618,265.849,3.984,0,0,0,0,0,0,0,0,0
33,2020-01-06 12:00:00,j,6.804,4.929,0.183,1.655,17.588,15.261,5.548,261.186,3.745,0,0,0,0,0,0,0,0,0
34,2020-01-06 16:00:00,j,6.834,5.161,0.216,1.963,18.36,23.735,8.237,264.634,4.322,0,0,0,0,0,0,0,0,0
35,2020-01-06 20:00:00,j,6.822,5.104,0.207,1.498,17.248,29.905,8.443,261.703,4.264,0,1,1,1,0,0,0,0,1
36,2020-01-07 00:00:00,j,6.831,5.048,0.197,1.032,16.553,13.16,6.778,267.54,4.206,0,0,0,0,0,0,0,0,0
37,2020-01-07 04:00:00,j,6.82,4.847,0.166,1.032,16.262,10.891,5.967,259.326,3.956,0,0,0,0,0,0,0,0,0
38,2020-01-07 08:00:00,j,6.823,4.686,0.15,1.032,16.512,12.878,7.339,258.024,3.54,0,0,0,0,0,0,0,0,0
39,2020-01-07 12:00:00,j,6.824,4.9,0.173,1.438,17.318,14.574,6.608,256.534,4.042,0,0,0,0,0,0,0,0,0
40,2020-01-07 16:00:00,j,6.796,4.656,0.126,0.711,17.005,10.78,6.418,253.421,3.47,0,0,0,0,0,0,0,0,0
41,2020-01-07 20:00:00,j,6.81,4.592,0.138,1.066,16.987,9.788,6.901,254.314,3.815,0,0,0,0,0,0,0,0,0
42,2020-01-08 00:00:00,j,6.815,4.827,0.154,1.273,16.835,10.314,8.275,260.473,3.775,0,0,0,0,0,0,0,0,0
43,2020-01-08 04:00:00,j,6.832,4.612,0.144,1.109,16.37,9.43,7.569,258.032,3.68,0,0,0,0,0,0,0,0,0
44,2020-01-08 08:00:00,j,6.816,4.622,0.136,1.01,16.845,15.298,8.414,252.857,3.642,0,0,0,0,0,0,0,0,0
45,2020-01-08 12:00:00,j,6.85,4.523,0.111,0.007,18.277,12.566,8.785,258.204,3.873,0,0,0,0,0,0,0,0,0
46,2020-01-08 16:00:00,j,6.852,4.562,0.123,0.037,17.425,13.953,7.951,250.373,4.302,0,0,0,0,0,0,0,0,0
47,2020-01-08 20:00:00,j,6.858,4.511,0.115,0.037,16.592,10.231,7.113,250.96,3.977,0,0,0,0,0,0,0,0,0
48,2020-01-09 00:00:00,j,6.844,4.495,0.115,0.037,16.11,10.721,7.173,250.06,3.819,0,0,0,0,0,0,0,0,0
49,2020-01-09 04:00:00,j,6.84,4.469,0.112,0.037,15.73,14.501,7.298,249.617,3.899,0,0,0,0,0,0,0,0,0
50,2020-01-09 08:00:00,j,6.836,4.392,0.11,0.037,16.192,9.998,8.733,248.256,4.066,0,0,0,0,0,0,0,0,0
51,2020-01-09 12:00:00,j,6.818,4.343,0.105,0.589,17.145,11.581,8.12,250.686,4.023,0,0,0,0,0,0,0,0,0
52,2020-01-09 16:00:00,j,6.84,4.629,0.135,0.966,16.915,14.946,8.454,260.322,3.974,0,0,0,0,0,0,0,0,0
53,2020-01-09 20:00:00,j,6.866,4.706,0.142,0.951,16.4,11.48,5.874,272.261,4.503,0,0,0,0,0,0,0,0,0
54,2020-01-10 00:00:00,j,6.861,4.759,0.149,1.176,16.008,10.747,6.71,272.167,4.169,0,0,0,0,0,0,0,0,0
55,2020-01-10 04:00:00,j,6.879,4.85,0.154,1.292,15.83,11.816,6.956,274.774,4.006,0,0,0,0,0,0,0,0,0
56,2020-01-10 08:00:00,j,6.85,4.816,0.146,1.179,16.125,11.081,7.937,259.977,4.166,0,0,0,0,0,1,0,0,0
57,2020-01-10 12:00:00,j,6.862,4.757,0.122,0.619,17.798,10.346,6.759,190.879,4.168,0,0,0,0,0,0,0,0,0
58,2020-01-10 16:00:00,j,6.868,4.798,0.122,0.676,21.398,9.375,9.32,195.992,4.17,0,1,0,1,0,0,0,1,0
59,2020-01-10 20:00:00,j,6.672,4.84,0.122,0.732,20.688,9.381,8.136,201.104,4.17,0,1,0,1,0,0,0,1,0
60,2020-01-11 00:00:00,j,6.362,4.882,0.122,0.788,19.398,9.33,6.518,206.217,4.17,0,1,0,1,0,0,0,1,0
61,2020-01-11 04:00:00,j,6.033,4.923,0.122,0.845,19.0,9.312,6.774,211.329,4.17,0,1,0,1,0,0,0,1,0
62,2020-01-11 08:00:00,j,5.75,4.964,0.122,0.902,19.197,9.322,6.802,216.442,4.17,0,1,0,1,0,0,0,1,0
63,2020-01-11 12:00:00,j,5.565,5.006,0.122,0.958,21.342,9.394,7.935,221.555,4.17,0,1,0,1,0,0,0,1,0
64,2020-01-11 16:00:00,j,5.386,5.047,0.122,1.014,22.652,9.415,8.742,226.667,4.17,0,1,0,1,0,0,1,1,0
65,2020-01-11 20:00:00,j,5.062,5.089,0.122,1.071,20.888,9.405,9.55,231.78,4.17,0,1,0,1,0,0,0,1,0
66,2020-01-12 00:00:00,j,4.97,5.13,0.122,1.128,19.537,9.384,5.926,236.892,4.17,0,1,0,1,0,0,0,1,0
67,2020-01-12 04:00:00,j,5.166,5.172,0.122,1.184,18.938,9.38,9.022,242.005,4.17,0,1,0,1,0,0,0,1,0
68,2020-01-12 08:00:00,j,5.126,5.214,0.122,1.24,18.348,9.374,5.706,247.118,4.17,0,1,0,1,0,0,0,1,0
69,2020-01-12 12:00:00,j,5.122,5.255,0.122,1.297,18.788,9.408,6.122,252.23,4.17,0,1,0,1,0,0,0,1,0
70,2020-01-12 16:00:00,j,5.053,5.296,0.122,1.354,18.352,9.404,6.096,257.343,4.17,0,1,1,1,0,0,0,1,1
71,2020-01-12 20:00:00,j,5.064,5.338,0.122,1.41,17.248,9.393,6.014,262.456,4.17,0,1,1,1,0,0,0,1,1
72,2020-01-13 00:00:00,j,5.074,5.379,0.122,1.466,16.605,9.387,5.623,267.568,4.17,0,1,0,1,0,0,0,1,0
73,2020-01-13 04:00:00,j,5.063,5.421,0.122,1.523,16.025,9.375,4.992,272.681,4.17,0,1,0,1,0,0,0,1,0
74,2020-01-13 08:00:00,j,5.09,5.462,0.122,1.58,16.5,11.276,5.265,277.793,4.17,0,1,0,1,0,0,0,1,0
75,2020-01-13 12:00:00,j,5.391,5.504,0.251,1.636,16.33,15.041,5.046,282.906,3.996,0,0,0,0,0,0,0,0,0
76,2020-01-13 16:00:00,j,6.13,4.947,0.235,1.816,16.43,14.801,5.459,293.016,3.731,0,0,0,0,0,0,0,0,0
77,2020-01-13 20:00:00,j,6.69,4.893,0.205,1.677,15.8,13.174,7.258,291.84,3.55,0,0,0,0,0,0,0,0,0
78,2020-01-14 00:00:00,j,6.787,4.89,0.195,1.741,15.34,12.875,6.56,289.655,3.299,0,0,0,0,0,0,0,0,0
79,2020-01-14 04:00:00,j,6.822,4.852,0.182,1.763,15.013,12.712,6.938,285.279,3.346,0,0,0,0,0,0,0,0,0
80,2020-01-14 08:00:00,j,6.835,4.953,0.205,1.875,15.498,14.882,5.281,294.298,3.399,0,0,0,0,0,0,0,0,0
81,2020-01-14 12:00:00,j,6.776,5.018,0.224,1.85,16.818,12.49,3.27,292.63,3.952,0,0,0,0,0,0,0,0,0
82,2020-01-14 16:00:00,j,6.828,5.097,0.23,1.893,16.88,15.012,3.805,299.352,4.24,0,0,0,0,0,0,0,0,0
83,2020-01-14 20:00:00,j,6.877,5.039,0.216,2.051,16.102,11.206,4.482,304.182,3.612,0,0,0,0,0,0,0,0,0
84,2020-01-15 00:00:00,j,6.931,5.0,0.21,2.042,15.478,11.127,5.693,310.904,3.612,0,0,0,0,0,1,0,0,0
85,2020-01-15 04:00:00,j,6.94,4.837,0.196,1.835,15.208,11.048,4.634,328.928,3.528,0,0,0,0,0,0,0,0,0
86,2020-01-15 08:00:00,j,6.976,4.775,0.197,1.749,15.46,10.894,4.974,324.977,3.555,0,0,0,0,0,0,0,0,0
87,2020-01-15 12:00:00,j,6.948,4.783,0.197,1.675,20.28,9.236,10.306,321.173,3.555,0,1,0,1,0,0,0,1,0
88,2020-01-15 16:00:00,j,6.786,4.791,0.197,1.601,21.218,9.489,9.702,317.369,3.555,0,1,0,1,0,0,1,1,0
89,2020-01-15 20:00:00,j,6.497,4.799,0.197,1.527,19.595,9.414,9.097,313.565,3.555,0,1,0,1,0,0,0,1,0
90,2020-01-16 00:00:00,j,6.014,4.806,0.197,1.454,18.513,9.427,9.728,309.761,3.555,0,1,0,1,0,0,0,1,0
91,2020-01-16 04:00:00,j,5.557,4.814,0.197,1.38,17.862,9.42,10.315,305.956,3.555,0,1,0,1,0,0,0,1,0
92,2020-01-16 08:00:00,j,5.266,4.822,0.197,1.306,17.63,9.426,10.116,302.152,3.56,0,1,0,1,0,0,0,1,0
93,2020-01-16 12:00:00,j,4.986,4.83,0.197,1.232,22.29,9.483,9.789,298.348,3.56,0,1,0,1,0,0,0,1,0
94,2020-01-16 16:00:00,j,6.681,4.838,0.226,1.158,20.075,9.738,11.646,294.544,3.56,0,0,0,0,0,0,0,1,0
95,2020-01-16 20:00:00,j,6.636,4.787,0.221,1.69,18.852,23.692,11.66,290.74,3.477,0,0,0,0,0,0,1,1,0
96,2020-01-17 00:00:00,j,6.895,4.701,0.21,1.737,16.943,10.851,11.675,286.936,3.402,0,0,0,0,0,0,1,0,0
97,2020-01-17 04:00:00,j,6.901,4.541,0.193,1.581,15.85,10.756,11.689,222.513,3.459,0,0,0,0,0,0,1,0,0
98,2020-01-17 08:00:00,j,6.98,4.45,0.183,1.457,15.732,10.694,11.704,298.178,3.15,0,0,0,0,0,0,1,0,0
99,2020-01-17 12:00:00,j,6.933,4.644,0.195,1.521,15.382,11.497,11.718,306.234,3.392,0,0,0,0,0,0,0,0,0
100,2020-01-17 16:00:00,j,6.978,4.925,0.231,2.019,15.232,13.977,11.451,306.748,3.758,0,0,0,0,0,0,0,0,0
101,2020-01-17 20:00:00,j,6.998,4.877,0.219,1.967,14.975,11.589,11.14,299.862,3.657,0,0,0,0,0,0,1,0,0
102,2020-01-18 00:00:00,j,6.97,4.655,0.2,1.628,14.765,11.425,10.828,282.973,3.514,0,0,0,0,0,0,1,0,0
103,2020-01-18 04:00:00,j,6.978,4.646,0.18,1.275,14.59,12.674,10.517,285.984,3.185,0,1,0,0,0,0,1,0,0
104,2020-01-18 08:00:00,j,6.986,4.637,0.165,1.324,14.67,12.057,10.206,304.168,3.276,0,1,0,0,0,0,1,0,0
105,2020-01-18 12:00:00,j,6.991,4.629,0.16,1.038,15.677,10.054,9.894,163.642,3.52,0,1,0,0,0,0,1,0,0
106,2020-01-18 16:00:00,j,7.025,4.62,0.16,0.964,17.398,9.455,9.583,215.962,3.52,0,1,0,1,0,0,0,1,0
107,2020-01-18 20:00:00,j,6.918,4.611,0.16,0.891,16.508,9.511,9.848,268.283,3.52,0,1,0,1,0,0,0,1,0
108,2020-01-19 00:00:00,j,6.895,4.602,0.196,0.817,14.82,11.517,7.547,320.603,3.346,0,0,0,0,0,0,0,0,0
109,2020-01-19 04:00:00,j,6.89,4.177,0.154,1.033,14.418,10.982,6.565,337.231,3.015,0,0,0,0,0,0,0,0,0
110,2020-01-19 08:00:00,j,6.901,4.241,0.15,0.996,14.915,10.75,6.235,331.075,3.015,0,0,0,0,0,0,0,0,0
111,2020-01-19 12:00:00,j,6.874,4.273,0.149,1.015,16.138,10.446,4.584,316.188,2.919,0,0,0,0,0,0,0,0,0
112,2020-01-19 16:00:00,j,6.87,4.422,0.154,1.004,15.75,10.703,4.37,311.034,2.99,0,0,0,0,0,0,0,0,0
113,2020-01-19 20:00:00,j,6.873,4.57,0.17,1.304,15.188,11.314,4.277,323.556,3.059,0,0,0,0,0,0,0,0,0
114,2020-01-20 00:00:00,j,6.902,4.698,0.179,1.521,14.868,10.866,4.412,323.036,3.18,0,0,0,0,0,0,0,0,0
115,2020-01-20 04:00:00,j,6.859,4.628,0.172,1.386,14.685,10.905,5.41,311.381,3.18,0,1,1,1,0,0,0,0,1
116,2020-01-20 08:00:00,j,6.855,4.557,0.165,1.251,14.842,11.074,5.526,287.455,3.18,0,0,0,0,0,0,0,0,0
117,2020-01-20 12:00:00,j,6.829,4.423,0.144,0.865,15.828,10.485,7.287,269.948,3.005,0,0,0,0,0,0,0,0,0
118,2020-01-20 16:00:00,j,6.821,4.38,0.139,0.791,23.47,10.464,7.794,268.907,3.013,0,0,0,0,0,0,0,0,0
119,2020-01-20 20:00:00,j,6.849,4.441,0.141,0.966,22.728,10.524,8.685,279.751,3.115,0,0,0,0,0,0,0,0,0
120,2020-01-21 00:00:00,j,6.842,4.34,0.136,0.894,21.155,10.594,8.938,278.048,2.77,0,0,0,0,0,0,0,0,0
121,2020-01-21 04:00:00,j,6.851,4.317,0.141,1.046,20.692,10.799,9.019,284.414,2.983,0,0,0,0,0,0,0,0,0
122,2020-01-21 08:00:00,j,6.83,4.245,0.135,0.981,21.575,10.518,8.929,272.204,2.994,0,0,0,0,0,0,0,0,0
123,2020-01-21 12:00:00,j,6.804,4.295,0.131,0.849,26.73,10.12,8.116,266.243,2.695,0,0,0,0,0,0,0,0,0
124,2020-01-21 16:00:00,j,6.807,4.313,0.133,0.855,26.425,10.177,8.078,266.147,2.716,1,1,1,1,1,1,1,1,1
125,2020-01-21 20:00:00,j,6.809,4.332,0.134,0.862,26.12,10.233,8.041,266.051,2.737,1,1,1,1,1,1,1,1,1
126,2020-01-22 00:00:00,j,6.812,4.35,0.136,0.868,25.814,10.29,8.003,265.955,2.758,1,1,1,1,1,1,1,1,1
127,2020-01-22 04:00:00,j,6.814,4.368,0.138,0.874,25.509,10.346,7.965,265.86,2.78,1,1,1,1,1,1,1,1,1
128,2020-01-22 08:00:00,j,6.817,4.387,0.139,0.881,25.204,10.403,7.928,265.764,2.801,1,1,1,1,1,1,1,1,1
129,2020-01-22 12:00:00,j,6.819,4.405,0.141,0.887,24.899,10.459,7.89,265.668,2.822,1,1,1,1,1,1,1,1,1
130,2020-01-22 16:00:00,j,6.822,4.423,0.142,0.893,24.593,10.516,7.852,265.572,2.843,1,1,1,1,1,1,1,1,1
131,2020-01-22 20:00:00,j,6.824,4.442,0.144,0.9,24.288,10.573,7.814,265.476,2.864,1,1,1,1,1,1,1,1,1
132,2020-01-23 00:00:00,j,6.827,4.46,0.146,0.906,23.983,10.629,7.777,265.38,2.886,1,1,1,1,1,1,1,1,1
133,2020-01-23 04:00:00,j,6.829,4.478,0.147,0.913,23.678,10.686,7.739,265.284,2.907,1,1,1,1,1,1,1,1,1
134,2020-01-23 08:00:00,j,6.832,4.497,0.149,0.919,23.373,10.742,7.701,265.189,2.928,1,1,1,1,1,1,1,1,1
135,2020-01-23 12:00:00,j,6.834,4.515,0.151,0.925,23.067,10.799,7.664,265.093,2.949,1,1,1,1,1,1,1,1,1
136,2020-01-23 16:00:00,j,6.837,4.533,0.152,0.932,22.762,10.856,7.626,264.997,2.97,1,1,1,1,1,1,1,1,1
137,2020-01-23 20:00:00,j,6.839,4.552,0.154,0.938,22.457,10.912,7.588,264.901,2.991,1,1,1,1,1,1,1,1,1
138,2020-01-24 00:00:00,j,6.842,4.57,0.156,0.944,22.152,10.969,7.551,264.805,3.012,1,1,1,1,1,1,1,1,1
139,2020-01-24 04:00:00,j,6.844,4.588,0.157,0.951,21.846,11.025,7.513,264.709,3.034,1,1,1,1,1,1,1,1,1
140,2020-01-24 08:00:00,j,6.847,4.607,0.159,0.957,21.541,11.082,7.475,264.613,3.055,1,1,1,1,1,1,1,1,1
141,2020-01-24 12:00:00,j,6.85,4.625,0.16,0.963,21.236,11.138,7.438,264.518,3.076,1,1,1,1,1,1,1,1,1
142,2020-01-24 16:00:00,j,6.852,4.643,0.162,0.97,20.931,11.195,7.4,264.422,3.097,1,1,1,1,1,1,1,1,1
143,2020-01-24 20:00:00,j,6.855,4.662,0.164,0.976,20.626,11.252,7.362,264.326,3.118,1,1,1,1,1,1,1,1,1
144,2020-01-25 00:00:00,j,6.857,4.68,0.165,0.982,20.32,11.308,7.324,264.23,3.14,1,1,1,1,1,1,1,1,1
145,2020-01-25 04:00:00,j,6.86,4.698,0.167,0.989,20.015,11.365,7.287,264.134,3.161,1,1,1,1,1,1,1,1,1
146,2020-01-25 08:00:00,j,6.862,4.717,0.169,0.995,19.71,11.421,7.249,264.038,3.182,1,1,1,1,1,1,1,1,1
147,2020-01-25 12:00:00,j,6.865,4.735,0.17,1.001,19.405,11.478,7.211,263.942,3.203,1,1,1,1,1,1,1,1,1
148,2020-01-25 16:00:00,j,6.867,4.753,0.172,1.008,19.099,11.535,7.174,263.846,3.224,1,1,1,1,1,1,1,1,1
149,2020-01-25 20:00:00,j,6.87,4.772,0.174,1.014,18.794,11.591,7.136,263.751,3.245,1,1,1,1,1,1,1,1,1
150,2020-01-26 00:00:00,j,6.872,4.79,0.175,1.02,18.489,11.648,7.098,263.655,3.266,1,1,1,1,1,1,1,1,1
151,2020-01-26 04:00:00,j,6.875,4.808,0.177,1.027,18.184,11.704,7.061,263.559,3.288,1,1,1,1,1,1,1,1,1
152,2020-01-26 08:00:00,j,6.877,4.827,0.179,1.033,17.879,11.761,7.023,263.463,3.309,1,1,1,1,1,1,1,1,1
153,2020-01-26 12:00:00,j,6.88,4.845,0.18,1.04,17.573,11.817,6.985,263.367,3.33,1,1,1,1,1,1,1,1,1
154,2020-01-26 16:00:00,j,6.882,4.863,0.182,1.046,17.268,11.874,6.947,263.271,3.351,1,1,1,1,1,1,1,1,1
155,2020-01-26 20:00:00,j,6.885,4.882,0.183,1.052,16.963,11.931,6.91,263.175,3.372,1,1,1,1,1,1,1,1,1
156,2020-01-27 00:00:00,j,6.887,4.9,0.185,1.059,16.658,11.987,6.872,263.08,3.394,1,1,1,1,1,1,1,1,1
157,2020-01-27 04:00:00,j,6.89,4.918,0.187,1.065,16.352,12.044,6.834,262.984,3.415,1,1,1,1,1,1,1,1,1
158,2020-01-27 08:00:00,j,6.892,4.937,0.188,1.071,16.047,12.1,6.797,262.888,3.436,1,1,1,1,1,1,1,1,1
159,2020-01-27 12:00:00,j,6.895,4.955,0.19,1.078,15.742,12.157,6.759,262.792,3.457,0,0,0,1,0,0,0,0,0
160,2020-01-27 16:00:00,j,6.897,4.626,0.171,1.084,15.172,11.915,6.874,251.728,3.426,0,0,0,0,0,0,0,0,0
161,2020-01-27 20:00:00,j,6.925,4.579,0.174,1.148,14.252,12.266,6.979,263.73,3.225,0,0,0,0,0,0,0,0,0
162,2020-01-28 00:00:00,j,6.919,4.558,0.184,1.362,13.985,12.937,7.03,233.782,3.278,0,0,0,0,0,0,0,0,0
163,2020-01-28 04:00:00,j,6.88,4.388,0.147,0.829,13.825,12.823,7.233,219.227,2.949,0,0,0,0,0,0,0,0,0
164,2020-01-28 08:00:00,j,6.882,4.437,0.147,0.865,13.942,12.883,7.364,213.927,2.949,0,0,0,0,0,0,0,0,0
165,2020-01-28 12:00:00,j,6.871,4.416,0.144,0.861,14.112,12.217,7.498,210.753,3.116,0,0,0,0,0,0,0,0,0
166,2020-01-28 16:00:00,j,6.877,4.449,0.139,0.828,14.032,13.167,7.406,209.845,2.871,0,0,0,0,0,0,0,0,0
167,2020-01-28 20:00:00,j,6.912,4.529,0.15,0.959,13.355,12.17,7.484,213.799,2.851,0,0,0,0,0,0,0,0,0
168,2020-01-29 00:00:00,j,6.988,4.544,0.143,0.952,14.26,11.424,7.828,160.835,2.851,0,0,0,0,0,0,0,0,0
169,2020-01-29 04:00:00,j,7.284,4.733,0.143,0.989,18.32,9.105,9.046,171.354,2.892,0,1,0,1,0,0,0,1,0
170,2020-01-29 08:00:00,j,7.212,4.923,0.143,1.026,20.33,9.231,8.952,181.872,2.892,0,1,0,1,0,0,0,1,0
171,2020-01-29 12:00:00,j,7.122,5.112,0.143,1.062,26.88,9.284,7.999,192.39,2.892,0,1,0,1,0,0,0,1,0
172,2020-01-29 16:00:00,j,7.11,5.301,0.143,1.099,28.448,9.231,7.771,202.909,2.892,0,1,0,1,0,0,0,1,0
173,2020-01-29 20:00:00,j,7.159,5.491,0.143,1.136,19.64,11.189,7.848,213.428,2.892,0,1,0,1,0,0,0,1,0
174,2020-01-30 00:00:00,j,6.902,5.68,0.191,1.173,12.672,11.791,7.249,223.946,3.49,0,0,0,0,0,0,0,0,0
175,2020-01-30 04:00:00,j,6.945,5.283,0.178,1.089,12.165,13.349,7.158,221.51,3.103,0,0,0,0,0,0,0,0,0
176,2020-01-30 08:00:00,j,6.928,5.292,0.181,1.038,13.138,12.655,7.168,223.184,3.103,0,0,0,0,0,0,0,0,0
177,2020-01-30 12:00:00,j,6.922,5.301,0.186,1.075,15.06,11.568,7.057,222.221,3.046,0,0,0,0,0,0,0,0,0
178,2020-01-30 16:00:00,j,6.922,5.57,0.185,1.021,14.21,11.195,6.895,218.258,3.032,0,0,0,0,0,0,0,0,0
179,2020-01-30 20:00:00,j,6.951,5.62,0.187,1.057,12.998,11.546,7.094,221.888,3.143,0,0,0,0,0,0,0,0,0
180,2020-01-31 00:00:00,j,6.962,5.642,0.182,1.063,12.318,12.278,7.009,224.211,3.41,0,0,0,0,0,0,0,0,0
181,2020-01-31 04:00:00,j,6.966,5.767,0.175,1.074,11.935,11.45,7.266,221.648,3.315,0,0,0,0,0,0,0,0,0
182,2020-01-31 08:00:00,j,6.921,6.036,0.184,1.005,12.895,11.614,6.994,218.59,3.42,0,0,0,0,0,0,0,0,0
183,2020-01-31 12:00:00,j,6.938,6.169,0.191,1.019,15.255,11.159,6.798,217.742,3.389,0,0,0,0,0,0,0,0,0
184,2020-01-31 16:00:00,j,6.958,6.202,0.193,0.967,14.445,11.752,6.794,217.682,3.51,0,0,0,0,0,0,0,0,0
185,2020-01-31 20:00:00,j,6.989,6.109,0.189,1.0,13.247,11.101,6.565,219.938,3.291,0,0,0,0,0,0,0,0,0
186,2020-02-01 00:00:00,j,6.998,5.908,0.19,1.101,12.475,12.676,6.438,224.036,3.291,0,0,0,0,0,0,0,0,0
187,2020-02-01 04:00:00,j,7.007,5.967,0.182,0.979,11.938,11.246,6.932,220.238,3.372,0,0,0,0,0,0,0,0,0
188,2020-02-01 08:00:00,j,6.97,6.204,0.184,0.974,12.782,11.265,7.05,214.959,3.434,0,0,0,0,0,0,0,0,0
189,2020-02-01 12:00:00,j,6.936,6.452,0.191,0.912,15.168,10.999,6.632,211.325,3.281,0,0,0,0,0,0,0,0,0
190,2020-02-01 16:00:00,j,6.962,6.356,0.192,0.836,14.6,11.134,6.855,212.708,3.376,0,0,0,0,0,0,0,0,0
191,2020-02-01 20:00:00,j,6.996,6.26,0.186,0.968,13.442,11.527,6.856,216.652,3.49,0,0,0,0,0,0,0,0,0
192,2020-02-02 00:00:00,j,7.014,6.116,0.187,0.981,12.722,11.338,6.415,221.929,3.373,0,0,0,0,0,0,0,0,0
193,2020-02-02 04:00:00,j,7.021,5.994,0.174,1.02,12.428,11.414,6.656,224.22,3.373,0,0,0,0,0,0,0,0,0
194,2020-02-02 08:00:00,j,7.015,6.112,0.181,1.003,12.605,11.32,6.551,219.229,3.417,0,0,0,0,0,0,0,0,0
