index,stime,sites,pH,TN,TP,NH3,tempe,hun,DO,cond,COD,phFlag,TNFlag,TPFlag,NHFlag,temperFlag,turbiFlag,doxygenFlag,conductFlag,permangaFlag
2836,2020-06-16 16:00:00,f,4.562,7.36,0.62,3.81,28.675,12.54,1.542,335.287,3.7,0,0,0,0,0,0,0,0,0
2837,2020-06-16 20:00:00,f,4.54,7.36,0.62,3.81,28.65,12.43,1.588,335.448,3.7,0,0,0,0,0,0,0,0,0
2838,2020-06-17 00:00:00,f,4.522,7.36,0.62,3.81,28.7,12.115,1.53,334.888,3.7,0,0,0,0,0,0,0,0,0
2839,2020-06-17 04:00:00,f,4.55,7.36,0.62,3.81,28.7,12.098,1.72,334.888,3.7,0,0,0,0,0,0,0,0,0
2840,2020-06-17 08:00:00,f,5.815,7.36,0.62,3.81,29.65,32.67,1.965,411.035,3.7,0,0,0,0,0,0,0,0,0
2841,2020-06-17 12:00:00,f,6.155,6.66,0.8,3.23,30.65,33.78,1.402,404.228,2.0,0,0,0,0,0,1,0,0,0
2842,2020-06-17 16:00:00,f,6.298,5.68,0.73,3.46,30.9,34.89,1.74,417.385,4.6,0,0,0,0,0,1,0,0,0
2843,2020-06-17 20:00:00,f,6.11,5.84,0.82,4.98,30.475,36.0,1.045,402.185,4.0,0,0,0,0,0,0,0,0,0
2844,2020-06-18 00:00:00,f,5.96,6.32,0.69,5.38,30.075,23.68,0.988,389.643,5.3,0,0,0,0,0,0,0,0,0
2845,2020-06-18 04:00:00,f,5.998,5.86,0.53,2.77,29.725,27.577,2.278,388.062,2.5,0,0,0,0,0,0,0,0,0
2846,2020-06-18 08:00:00,f,6.12,4.85,0.55,2.22,29.875,28.469,1.573,410.392,3.6,0,0,0,0,0,1,0,0,0
2847,2020-06-18 12:00:00,f,6.152,5.07,0.81,3.94,30.675,29.36,0.86,389.255,3.2,0,0,0,0,0,1,0,0,0
2848,2020-06-18 16:00:00,f,6.315,5.98,1.19,3.82,31.05,30.252,1.115,379.035,6.6,0,0,0,0,0,1,0,0,0
2849,2020-06-18 20:00:00,f,6.09,6.18,0.73,4.44,30.775,31.143,0.413,365.648,5.3,0,0,0,0,0,0,0,0,0
2850,2020-06-19 00:00:00,f,5.962,5.62,0.58,2.96,30.4,22.8,0.57,315.452,2.9,0,0,0,0,0,0,0,0,0
2851,2020-06-19 04:00:00,f,5.968,5.07,0.52,2.74,30.275,17.52,1.595,308.34,3.6,0,0,0,0,0,0,0,0,0
2852,2020-06-19 08:00:00,f,6.168,4.71,0.61,2.04,30.4,17.072,1.243,417.87,3.9,0,0,0,0,0,1,0,0,0
2853,2020-06-19 12:00:00,f,6.088,4.96,0.6,4.96,31.3,16.625,0.252,324.91,4.4,0,0,0,0,0,0,0,0,0
2854,2020-06-19 16:00:00,f,6.02,6.1,0.58,3.39,31.575,17.315,0.397,297.355,4.1,0,0,0,0,0,0,0,0,0
2855,2020-06-19 20:00:00,f,6.015,5.9,0.66,4.91,31.375,13.878,0.222,283.407,3.7,0,0,0,0,0,0,0,0,0
2856,2020-06-20 00:00:00,f,5.94,6.01,0.56,4.46,30.95,14.737,0.075,285.36,4.2,0,0,0,0,0,0,0,0,0
2857,2020-06-20 04:00:00,f,5.875,5.24,0.55,2.79,30.7,15.415,0.622,279.287,1.6,0,0,0,0,0,0,0,0,0
2858,2020-06-20 08:00:00,f,5.918,4.67,0.51,2.21,30.725,12.448,0.348,294.318,3.4,0,0,0,0,0,0,0,0,0
2859,2020-06-20 12:00:00,f,6.052,4.91,0.58,4.83,31.525,13.828,0.178,323.742,4.3,0,0,0,0,0,0,1,0,0
2860,2020-06-20 16:00:00,f,6.01,5.56,0.61,4.17,31.725,12.98,0.008,289.162,4.3,0,0,0,0,0,0,0,0,0
2861,2020-06-20 20:00:00,f,6.015,5.68,0.68,4.7,31.475,13.798,0.073,312.842,4.6,0,0,0,0,0,0,1,0,0
2862,2020-06-21 00:00:00,f,5.882,5.92,0.65,4.97,30.975,12.508,0.138,311.878,5.6,0,0,0,0,0,0,0,0,0
2863,2020-06-21 04:00:00,f,5.835,5.4,0.53,3.01,30.75,12.302,0.708,275.235,4.1,0,0,0,0,0,0,0,0,0
2864,2020-06-21 08:00:00,f,5.865,4.76,0.6,3.54,30.85,12.243,0.35,271.095,3.7,0,0,0,0,0,0,0,0,0
2865,2020-06-21 12:00:00,f,6.005,5.04,0.59,4.26,31.625,12.038,0.008,293.235,4.2,0,0,0,0,0,0,0,0,0
2866,2020-06-21 16:00:00,f,5.967,5.4,0.62,4.0,31.775,11.72,0.005,318.712,4.3,0,0,0,0,0,0,0,0,0
2867,2020-06-21 20:00:00,f,6.002,5.24,0.58,3.54,31.525,12.242,0.042,346.072,4.1,0,0,0,0,0,0,0,0,0
2868,2020-06-22 00:00:00,f,5.92,5.52,0.66,4.83,31.225,11.268,0.015,291.492,3.3,0,0,0,0,0,0,0,0,0
2869,2020-06-22 04:00:00,f,5.79,5.36,0.51,2.86,30.95,9.68,0.473,270.6,3.6,0,0,0,0,0,0,0,0,0
2870,2020-06-22 08:00:00,f,5.822,4.21,0.54,2.46,30.9,9.178,0.395,296.968,3.3,0,0,0,0,0,0,0,0,0
2871,2020-06-22 12:00:00,f,5.915,4.73,0.61,4.77,31.475,9.018,0.005,320.28,4.0,0,0,0,0,0,0,0,0,0
2872,2020-06-22 16:00:00,f,5.952,5.43,0.61,4.31,31.675,8.55,0.012,296.652,1.9,0,0,0,0,0,0,0,0,0
2873,2020-06-22 20:00:00,f,6.015,5.43,0.67,5.0,31.575,8.675,0.015,338.295,2.8,0,0,0,0,0,0,1,0,0
2874,2020-06-23 00:00:00,f,5.83,5.72,0.6,4.86,31.35,8.328,0.018,280.035,3.2,0,0,0,0,0,0,0,0,0
2875,2020-06-23 04:00:00,f,5.705,5.3,0.55,2.89,31.0,7.37,0.375,255.357,2.2,0,0,0,0,0,0,0,0,0
2876,2020-06-23 08:00:00,f,5.8,4.44,0.51,2.49,30.9,7.465,0.178,300.59,3.3,0,0,0,0,0,0,0,0,0
2877,2020-06-23 12:00:00,f,5.898,4.53,0.59,4.21,31.65,7.56,0.106,300.462,2.1,0,0,0,0,0,0,1,0,0
2878,2020-06-23 16:00:00,f,5.932,5.08,0.61,3.61,31.9,7.025,0.035,313.942,3.8,0,0,0,0,0,0,0,0,0
2879,2020-06-23 20:00:00,f,5.91,4.84,0.58,3.71,31.725,7.875,0.022,315.128,2.4,0,0,0,0,0,0,0,0,0
2880,2020-06-24 00:00:00,f,5.815,5.03,0.56,5.09,31.5,6.915,0.005,320.06,5.0,0,0,0,0,0,0,0,0,0
2881,2020-06-24 04:00:00,f,5.722,5.13,0.51,2.78,31.175,7.73,0.542,261.918,2.0,0,0,0,0,0,0,0,0,0
2882,2020-06-24 08:00:00,f,5.775,4.74,0.61,4.46,31.125,6.52,0.108,299.69,3.6,0,0,0,0,0,0,0,0,0
2883,2020-06-24 12:00:00,f,5.852,5.18,0.58,4.31,31.675,6.442,0.015,323.0,3.7,0,0,0,0,0,0,0,0,0
2884,2020-06-24 16:00:00,f,5.865,5.07,0.44,2.81,32.0,7.12,0.115,294.68,2.0,0,0,0,0,0,0,0,0,0
2885,2020-06-24 20:00:00,f,5.87,4.49,0.41,2.81,31.65,6.992,0.038,315.642,3.9,0,0,0,0,0,0,0,0,0
2886,2020-06-25 00:00:00,f,5.795,5.69,0.55,5.46,31.2,6.222,0.022,295.417,5.4,0,0,0,0,0,0,1,0,0
2887,2020-06-25 04:00:00,f,5.615,5.32,0.52,3.09,31.025,5.703,0.005,266.55,3.4,0,0,0,0,0,0,0,0,0
2888,2020-06-25 08:00:00,f,5.712,4.52,0.5,2.72,30.95,5.908,0.002,308.248,2.0,0,0,0,0,0,0,0,0,0
2889,2020-06-25 12:00:00,f,5.815,4.63,0.68,4.34,31.725,5.86,0.01,307.713,3.6,0,0,0,0,0,0,1,0,0
2890,2020-06-25 16:00:00,f,5.912,5.23,0.56,3.69,32.05,5.985,0.017,305.985,3.8,0,0,0,0,0,0,1,0,0
2891,2020-06-25 20:00:00,f,5.79,4.88,0.57,4.03,31.65,5.97,0.025,311.838,3.8,0,0,0,0,0,0,1,0,0
2892,2020-06-26 00:00:00,f,5.652,5.17,0.39,2.79,31.225,5.53,0.032,295.49,3.5,0,0,0,0,0,0,1,0,0
2893,2020-06-26 04:00:00,f,5.572,4.53,0.38,2.82,30.95,5.232,0.04,274.428,3.1,0,0,0,0,0,0,0,0,0
2894,2020-06-26 08:00:00,f,5.648,3.83,0.36,1.77,30.95,5.265,0.042,308.045,2.8,0,0,0,0,0,0,0,0,0
2895,2020-06-26 12:00:00,f,5.75,4.12,0.49,3.95,31.325,6.775,0.043,340.062,3.4,0,0,0,0,0,0,1,0,0
2896,2020-06-26 16:00:00,f,5.77,5.11,0.68,4.46,31.425,6.742,0.043,324.23,6.6,0,0,0,0,0,0,1,0,0
2897,2020-06-26 20:00:00,f,5.792,5.82,0.66,4.82,31.325,6.443,0.044,332.425,5.7,0,0,0,0,0,0,1,0,0
2898,2020-06-27 00:00:00,f,5.645,5.97,0.67,4.32,31.1,5.738,0.044,307.545,4.0,0,0,0,0,0,0,1,0,0
2899,2020-06-27 04:00:00,f,5.53,5.28,0.56,2.95,30.875,5.545,0.045,274.58,3.8,0,0,0,0,0,0,0,0,0
2900,2020-06-27 08:00:00,f,5.61,4.06,0.47,1.64,31.0,5.245,0.005,281.37,2.9,0,0,0,0,0,0,0,0,0
2901,2020-06-27 12:00:00,f,5.79,4.06,0.59,4.85,31.8,4.84,0.028,318.36,4.0,0,0,0,0,0,0,1,0,0
2902,2020-06-27 16:00:00,f,5.818,5.18,0.59,3.98,32.1,5.232,0.05,309.312,2.5,0,0,0,0,0,0,1,0,0
2903,2020-06-27 20:00:00,f,5.738,5.22,0.51,4.14,31.625,5.188,0.073,319.595,4.1,0,0,0,0,0,0,1,0,0
2904,2020-06-28 00:00:00,f,5.645,5.4,0.56,4.79,31.225,4.748,0.095,306.888,5.3,0,0,0,0,0,0,1,0,0
2905,2020-06-28 04:00:00,f,5.51,5.22,0.43,2.98,31.075,4.542,0.118,277.592,3.7,0,0,0,0,0,0,1,0,0
2906,2020-06-28 08:00:00,f,5.556,5.217,0.436,2.991,31.072,4.64,0.14,281.666,3.737,1,1,1,1,1,1,1,1,1
2907,2020-06-28 12:00:00,f,5.601,5.215,0.443,3.001,31.069,4.737,0.163,285.739,3.774,1,1,1,1,1,1,1,1,1
2908,2020-06-28 16:00:00,f,5.647,5.212,0.449,3.012,31.065,4.835,0.186,289.813,3.811,1,1,1,1,1,1,1,1,1
2909,2020-06-28 20:00:00,f,5.693,5.209,0.456,3.023,31.062,4.932,0.208,293.887,3.848,1,1,1,1,1,1,1,1,1
2910,2020-06-29 00:00:00,f,5.738,5.206,0.462,3.034,31.059,5.03,0.231,297.961,3.885,1,1,1,1,1,1,1,1,1
2911,2020-06-29 04:00:00,f,5.784,5.204,0.469,3.044,31.056,5.127,0.253,302.034,3.923,1,1,1,1,1,1,1,1,1
2912,2020-06-29 08:00:00,f,5.83,5.201,0.475,3.055,31.052,5.225,0.276,306.108,3.96,1,1,1,1,1,1,1,1,1
2913,2020-06-29 12:00:00,f,5.875,5.198,0.482,3.066,31.049,5.323,0.299,310.182,3.997,1,1,1,1,1,1,1,1,1
2914,2020-06-29 16:00:00,f,5.921,5.195,0.488,3.077,31.046,5.42,0.321,314.255,4.034,1,1,1,1,1,1,1,1,1
2915,2020-06-29 20:00:00,f,5.966,5.193,0.495,3.087,31.043,5.518,0.344,318.329,4.071,1,1,1,1,1,1,1,1,1
2916,2020-06-30 00:00:00,f,6.012,5.19,0.501,3.098,31.04,5.615,0.366,322.403,4.108,1,1,1,1,1,1,1,1,1
2917,2020-06-30 04:00:00,f,6.058,5.187,0.507,3.109,31.036,5.713,0.389,326.477,4.145,1,1,1,1,1,1,1,1,1
2918,2020-06-30 08:00:00,f,6.103,5.184,0.514,3.12,31.033,5.811,0.411,330.55,4.182,1,1,1,1,1,1,1,1,1
2919,2020-06-30 12:00:00,f,6.149,5.182,0.52,3.13,31.03,5.908,0.434,334.624,4.219,1,1,1,1,1,1,1,1,1
2920,2020-06-30 16:00:00,f,6.195,5.179,0.527,3.141,31.027,6.006,0.457,338.698,4.256,1,1,1,1,1,1,1,1,1
2921,2020-06-30 20:00:00,f,6.24,5.176,0.533,3.152,31.023,6.103,0.479,342.771,4.294,1,1,1,1,1,1,1,1,1
2922,2020-07-01 00:00:00,f,6.286,5.173,0.54,3.162,31.02,6.201,0.502,346.845,4.331,1,1,1,1,1,1,1,1,1
2923,2020-07-01 04:00:00,f,6.332,5.171,0.546,3.173,31.017,6.298,0.524,350.919,4.368,1,1,1,1,1,1,1,1,1
2924,2020-07-01 08:00:00,f,6.377,5.168,0.553,3.184,31.014,6.396,0.547,354.992,4.405,1,1,1,1,1,1,1,1,1
2925,2020-07-01 12:00:00,f,6.423,5.165,0.559,3.195,31.01,6.494,0.57,359.066,4.442,1,1,1,1,1,1,1,1,1
2926,2020-07-01 16:00:00,f,6.469,5.162,0.565,3.205,31.007,6.591,0.592,363.14,4.479,1,1,1,1,1,1,1,1,1
2927,2020-07-01 20:00:00,f,6.514,5.16,0.572,3.216,31.004,6.689,0.615,367.214,4.516,1,1,1,1,1,1,1,1,1
2928,2020-07-02 00:00:00,f,6.56,5.157,0.578,3.227,31.001,6.786,0.637,371.287,4.553,1,1,1,1,1,1,1,1,1
2929,2020-07-02 04:00:00,f,6.605,5.154,0.585,3.238,30.998,6.884,0.66,375.361,4.59,1,1,1,1,1,1,1,1,1
2930,2020-07-02 08:00:00,f,6.651,5.151,0.591,3.248,30.994,6.982,0.682,379.435,4.627,1,1,1,1,1,1,1,1,1
2931,2020-07-02 12:00:00,f,6.697,5.149,0.598,3.259,30.991,7.079,0.705,383.508,4.665,1,1,1,1,1,1,1,1,1
2932,2020-07-02 16:00:00,f,6.742,5.146,0.604,3.27,30.988,7.177,0.728,387.582,4.702,1,1,1,1,1,1,1,1,1
2933,2020-07-02 20:00:00,f,6.788,5.143,0.611,3.281,30.985,7.274,0.75,391.656,4.739,1,1,1,1,1,1,1,1,1
2934,2020-07-03 00:00:00,f,6.834,5.14,0.617,3.291,30.981,7.372,0.773,395.73,4.776,1,1,1,1,1,1,1,1,1
2935,2020-07-03 04:00:00,f,6.879,5.138,0.624,3.302,30.978,7.469,0.795,399.803,4.813,1,1,1,1,1,1,1,1,1
2936,2020-07-03 08:00:00,f,6.925,5.135,0.63,3.313,30.975,7.567,0.818,403.877,4.85,1,1,1,1,1,1,1,1,1
2937,2020-07-03 12:00:00,f,6.971,5.132,0.636,3.324,30.972,7.665,0.841,407.951,4.887,1,1,1,1,1,1,1,1,1
2938,2020-07-03 16:00:00,f,7.016,5.13,0.643,3.334,30.969,7.762,0.863,412.024,4.924,1,1,1,1,1,1,1,1,1
2939,2020-07-03 20:00:00,f,7.062,5.127,0.649,3.345,30.965,7.86,0.886,416.098,4.961,1,1,1,1,1,1,1,1,1
2940,2020-07-04 00:00:00,f,7.108,5.124,0.656,3.356,30.962,7.957,0.908,420.172,4.998,1,1,1,1,1,1,1,1,1
2941,2020-07-04 04:00:00,f,7.153,5.121,0.662,3.366,30.959,8.055,0.931,424.246,5.035,1,1,1,1,1,1,1,1,1
2942,2020-07-04 08:00:00,f,7.199,5.119,0.669,3.377,30.956,8.152,0.953,428.319,5.073,1,1,1,1,1,1,1,1,1
2943,2020-07-04 12:00:00,f,7.245,5.116,0.675,3.388,30.952,8.25,0.976,432.393,5.11,1,1,1,1,1,1,1,1,1
2944,2020-07-04 16:00:00,f,7.29,5.113,0.682,3.399,30.949,8.348,0.999,436.467,5.147,1,1,1,1,1,1,1,1,1
2945,2020-07-04 20:00:00,f,7.336,5.11,0.688,3.409,30.946,8.445,1.021,440.54,5.184,1,1,1,1,1,1,1,1,1
2946,2020-07-05 00:00:00,f,7.381,5.108,0.695,3.42,30.943,8.543,1.044,444.614,5.221,1,1,1,1,1,1,1,1,1
2947,2020-07-05 04:00:00,f,7.427,5.105,0.701,3.431,30.94,8.64,1.066,448.688,5.258,1,1,1,1,1,1,1,1,1
2948,2020-07-05 08:00:00,f,7.473,5.102,0.707,3.442,30.936,8.738,1.089,452.762,5.295,1,1,1,1,1,1,1,1,1
2949,2020-07-05 12:00:00,f,7.518,5.099,0.714,3.452,30.933,8.836,1.112,456.835,5.332,1,1,1,1,1,1,1,1,1
2950,2020-07-05 16:00:00,f,7.564,5.097,0.72,3.463,30.93,8.933,1.134,460.909,5.369,1,1,1,1,1,1,1,1,1
2951,2020-07-05 20:00:00,f,7.61,5.094,0.727,3.474,30.927,9.031,1.157,464.983,5.406,1,1,1,1,1,1,1,1,1
2952,2020-07-06 00:00:00,f,7.655,5.091,0.733,3.485,30.923,9.128,1.179,469.056,5.444,1,1,1,1,1,1,1,1,1
2953,2020-07-06 04:00:00,f,7.701,5.088,0.74,3.495,30.92,9.226,1.202,473.13,5.481,1,1,1,1,1,1,1,1,1
2954,2020-07-06 08:00:00,f,7.747,5.086,0.746,3.506,30.917,9.323,1.224,477.204,5.518,1,1,1,1,1,1,1,1,1
2955,2020-07-06 12:00:00,f,7.792,5.083,0.753,3.517,30.914,9.421,1.247,481.277,5.555,1,1,1,1,1,1,1,1,1
2956,2020-07-06 16:00:00,f,7.838,5.08,0.759,3.528,30.91,9.519,1.27,485.351,5.592,1,1,1,1,1,1,1,1,1
2957,2020-07-06 20:00:00,f,7.884,5.077,0.765,3.538,30.907,9.616,1.292,489.425,5.629,1,1,1,1,1,1,1,1,1
2958,2020-07-07 00:00:00,f,7.929,5.075,0.772,3.549,30.904,9.714,1.315,493.499,5.666,1,1,1,1,1,1,1,1,1
2959,2020-07-07 04:00:00,f,7.975,5.072,0.778,3.56,30.901,9.811,1.337,497.572,5.703,1,1,1,1,1,1,1,1,1
2960,2020-07-07 08:00:00,f,8.02,5.069,0.785,3.57,30.898,9.909,1.36,501.646,5.74,1,1,1,1,1,1,1,1,1
2961,2020-07-07 12:00:00,f,8.066,5.066,0.791,3.581,30.894,10.007,1.383,505.72,5.777,1,1,1,1,1,1,1,1,1
2962,2020-07-07 16:00:00,f,8.112,5.064,0.798,3.592,30.891,10.104,1.405,509.793,5.815,1,1,1,1,1,1,1,1,1
2963,2020-07-07 20:00:00,f,8.157,5.061,0.804,3.603,30.888,10.202,1.428,513.867,5.852,1,1,1,1,1,1,1,1,1
2964,2020-07-08 00:00:00,f,8.203,5.058,0.811,3.613,30.885,10.299,1.45,517.941,5.889,1,1,1,1,1,1,1,1,1
2965,2020-07-08 04:00:00,f,8.249,5.055,0.817,3.624,30.881,10.397,1.473,522.015,5.926,1,1,1,1,1,1,1,1,1
2966,2020-07-08 08:00:00,f,8.294,5.053,0.824,3.635,30.878,10.494,1.495,526.088,5.963,1,1,1,1,1,1,1,1,1
2967,2020-07-08 12:00:00,f,8.34,5.05,0.83,3.646,30.875,10.592,1.518,530.162,6.0,0,0,0,1,0,0,0,0,0
2968,2020-07-08 16:00:00,f,8.36,8.82,0.88,3.656,30.825,19.196,1.198,530.045,8.3,0,0,1,1,0,1,1,0,0
2969,2020-07-08 20:00:00,f,8.325,13.01,0.93,3.667,30.7,27.8,0.878,565.438,9.333,0,0,1,1,0,0,1,0,1
2970,2020-07-09 00:00:00,f,8.28,12.655,0.98,3.678,30.625,29.132,0.558,580.87,10.367,0,1,1,1,0,0,0,0,1
2971,2020-07-09 04:00:00,f,8.39,12.3,1.03,3.689,30.6,22.298,1.505,491.545,11.4,0,1,1,1,0,0,0,0,0
2972,2020-07-09 08:00:00,f,8.172,11.945,1.08,3.699,30.575,29.242,4.062,330.758,11.4,0,1,1,1,0,0,0,0,0
2973,2020-07-09 12:00:00,f,8.168,11.59,1.13,3.71,31.775,23.962,0.987,325.298,5.0,0,0,0,0,0,0,0,0,0
2974,2020-07-09 16:00:00,f,8.1,6.86,0.66,2.56,31.675,15.522,0.545,322.15,4.4,0,0,0,0,0,0,0,0,0
2975,2020-07-09 20:00:00,f,8.12,5.06,0.55,3.4,31.45,13.592,0.022,334.958,4.4,0,0,0,0,0,0,0,0,0
2976,2020-07-10 00:00:00,f,8.04,5.32,0.58,4.22,31.3,13.343,0.018,328.158,5.2,0,0,0,0,0,0,0,0,0
2977,2020-07-10 04:00:00,f,7.972,5.12,0.5,2.7,31.175,12.823,0.838,291.048,3.7,0,0,0,0,0,0,0,0,0
2978,2020-07-10 08:00:00,f,7.912,4.41,0.48,2.4,31.25,15.27,0.515,298.765,3.8,0,0,0,0,0,0,0,0,0
2979,2020-07-10 12:00:00,f,8.078,4.41,0.46,3.62,31.775,15.493,0.455,336.455,3.9,0,0,0,0,0,0,1,0,0
2980,2020-07-10 16:00:00,f,8.083,4.91,0.47,3.47,31.825,15.62,0.394,310.285,4.0,0,0,0,0,0,0,1,0,0
2981,2020-07-10 20:00:00,f,8.047,4.77,0.46,3.03,31.475,16.09,0.334,327.135,3.9,0,0,0,0,0,0,1,0,0
2982,2020-07-11 00:00:00,f,7.915,4.74,0.45,3.25,31.2,15.98,0.273,310.005,3.0,0,0,0,0,0,0,1,0,0
2983,2020-07-11 04:00:00,f,7.87,4.43,0.42,2.76,30.95,17.125,0.213,292.602,1.9,0,0,0,0,0,0,0,0,0
2984,2020-07-11 08:00:00,f,7.818,4.03,0.4,1.91,30.975,16.34,1.5,314.305,3.1,0,0,0,0,0,0,0,0,0
2985,2020-07-11 12:00:00,f,7.465,4.34,0.41,4.43,32.175,11.942,0.32,360.268,4.4,0,0,0,0,0,0,0,0,0
2986,2020-07-11 16:00:00,f,7.375,5.25,0.47,3.43,32.5,11.535,0.88,336.26,3.9,0,0,0,0,0,0,0,0,0
2987,2020-07-11 20:00:00,f,7.28,5.34,0.51,3.95,31.775,12.932,0.208,369.915,4.0,0,0,0,0,0,0,0,0,0
2988,2020-07-12 00:00:00,f,7.175,5.38,0.46,3.67,31.5,12.022,0.475,334.945,3.0,0,0,0,0,0,0,0,0,0
2989,2020-07-12 04:00:00,f,7.083,4.85,0.42,2.75,31.25,11.3,1.615,310.185,3.4,0,0,0,0,0,0,0,0,0
2990,2020-07-12 08:00:00,f,7.17,4.28,0.41,2.19,31.4,10.907,1.522,320.67,3.1,0,0,0,0,0,0,0,0,0
2991,2020-07-12 12:00:00,f,7.385,4.6,0.47,4.06,32.45,11.582,0.102,354.468,2.3,0,0,0,0,0,0,0,0,0
2992,2020-07-12 16:00:00,f,7.445,5.48,0.55,4.09,33.25,11.598,0.423,346.172,2.8,0,0,0,0,0,0,0,0,0
2993,2020-07-12 20:00:00,f,7.33,5.64,0.55,4.59,32.675,12.13,0.045,353.737,4.2,0,0,0,0,0,0,0,0,0
2994,2020-07-13 00:00:00,f,7.265,5.64,0.51,3.59,32.125,11.862,0.06,338.435,2.6,0,0,0,0,0,0,0,0,0
2995,2020-07-13 04:00:00,f,7.155,5.07,0.36,2.64,31.875,11.06,0.678,303.032,3.5,0,0,0,0,0,0,0,0,0
2996,2020-07-13 08:00:00,f,7.222,4.2,0.39,1.93,31.825,13.292,2.042,321.658,3.2,0,0,0,0,0,0,0,0,0
2997,2020-07-13 12:00:00,f,7.492,4.18,0.44,3.22,32.7,11.942,1.01,349.498,2.9,0,0,0,0,0,0,0,0,0
2998,2020-07-13 16:00:00,f,7.4,4.18,0.44,3.22,32.95,9.835,2.518,251.085,2.9,0,0,0,0,0,0,0,0,0
2999,2020-07-13 20:00:00,f,7.435,4.58,0.42,2.04,33.3,11.345,1.31,317.145,3.7,0,0,0,0,0,0,0,0,0
3000,2020-07-14 00:00:00,f,7.358,4.23,0.43,4.17,32.75,10.845,0.345,320.485,4.6,0,0,0,0,0,0,0,0,0
3001,2020-07-14 04:00:00,f,7.24,4.73,0.36,2.6,32.375,11.88,1.66,296.662,2.4,0,0,0,0,0,0,0,0,0
3002,2020-07-14 08:00:00,f,7.338,3.98,0.38,1.86,32.25,12.445,1.152,322.972,1.6,0,0,0,0,0,0,0,0,0
3003,2020-07-14 12:00:00,f,7.492,3.9,0.43,3.69,33.2,12.038,0.217,339.198,2.7,0,0,0,0,0,0,0,0,0
3004,2020-07-14 16:00:00,f,7.38,4.5,0.39,2.75,33.5,11.078,0.595,312.288,3.7,0,0,0,0,0,0,0,0,0
3005,2020-07-14 20:00:00,f,7.355,4.21,0.42,3.19,32.975,13.355,0.38,315.208,3.9,0,0,0,0,0,0,0,0,0
3006,2020-07-15 00:00:00,f,7.278,4.25,0.42,3.04,32.65,13.875,0.358,291.582,3.7,0,0,0,0,0,0,0,0,0
3007,2020-07-15 04:00:00,f,7.215,3.99,0.36,2.31,32.35,14.157,1.808,282.15,3.2,0,0,0,0,0,0,0,0,0
3008,2020-07-15 08:00:00,f,7.278,3.44,0.36,1.72,32.325,14.38,2.005,300.617,0.4,0,0,0,0,0,0,0,0,0
3009,2020-07-15 12:00:00,f,7.415,3.5,0.4,3.52,33.325,14.425,0.92,324.298,3.7,0,0,0,0,0,0,0,0,0
3010,2020-07-15 16:00:00,f,7.402,4.18,0.41,3.18,33.575,14.0,0.67,315.68,3.5,0,0,0,0,0,0,0,0,0
3011,2020-07-15 20:00:00,f,7.302,4.28,0.4,3.61,32.7,15.618,0.128,306.14,2.5,0,0,0,0,0,0,0,0,0
3012,2020-07-16 00:00:00,f,7.24,4.74,0.46,3.86,32.35,14.96,0.015,311.52,3.8,0,0,0,0,0,0,0,0,0
3013,2020-07-16 04:00:00,f,7.115,4.69,0.38,2.47,32.025,17.772,1.438,280.157,3.2,0,0,0,0,0,0,0,0,0
3014,2020-07-16 08:00:00,f,7.08,3.59,0.39,1.74,31.9,12.668,2.843,217.78,2.9,0,0,0,0,0,0,0,0,0
3015,2020-07-16 12:00:00,f,7.29,3.59,0.39,3.37,32.875,6.315,1.172,315.985,2.9,0,0,0,0,0,0,0,0,0
3016,2020-07-16 16:00:00,f,7.228,3.72,0.61,3.03,33.3,6.288,1.575,277.47,2.9,0,0,0,0,0,0,0,0,0
3017,2020-07-16 20:00:00,f,7.178,4.18,0.43,3.14,32.95,6.66,0.732,304.962,3.7,0,0,0,0,0,0,0,0,0
3018,2020-07-17 00:00:00,f,7.052,4.61,0.4,3.12,32.55,5.988,0.732,295.772,4.4,0,0,0,0,0,0,0,0,0
3019,2020-07-17 04:00:00,f,6.955,4.03,0.35,2.23,32.225,6.708,1.732,260.985,3.6,0,0,0,0,0,0,0,0,0
3020,2020-07-17 08:00:00,f,6.982,3.36,0.31,1.32,32.3,8.595,2.218,282.45,3.2,0,0,0,0,0,0,0,0,0
3021,2020-07-17 12:00:00,f,7.1,3.37,0.38,3.19,33.0,6.412,0.933,304.812,4.1,0,0,0,0,0,0,0,0,0
3022,2020-07-17 16:00:00,f,7.108,4.27,0.37,2.99,33.2,8.155,1.095,295.94,3.8,0,0,0,0,0,0,0,0,0
3023,2020-07-17 20:00:00,f,7.083,4.0,0.33,2.41,32.975,7.025,0.85,300.888,1.1,0,0,0,0,0,0,0,0,0
3024,2020-07-18 00:00:00,f,7.0,4.23,0.38,3.01,32.675,6.525,0.46,287.918,4.2,0,0,0,0,0,0,0,0,0
3025,2020-07-18 04:00:00,f,6.94,3.98,0.34,2.05,32.425,6.868,1.655,270.955,3.3,0,0,0,0,0,0,0,0,0
3026,2020-07-18 08:00:00,f,6.98,3.45,0.3,1.49,32.5,6.882,2.888,248.552,3.3,0,0,0,0,0,0,0,0,0
3027,2020-07-18 12:00:00,f,7.075,3.24,0.3,1.16,33.275,9.302,1.23,295.492,3.1,0,0,0,0,0,0,0,0,0
3028,2020-07-18 16:00:00,f,7.123,3.43,0.46,3.56,33.45,8.0,0.332,309.128,5.2,0,0,0,0,0,0,0,0,0
